lv1_code,product_class_name,name,status,brand,attribute.dw_size_code.single_option,attribute.saya_ean.string,attribute.saya_size.single_option,price_item.1.amount,price_item.1.price_book,
3095KKS01_red_6k,3095KKS01,Size,3095KKS01_red_6k,active,Maaji,6KIDS,7702781043346,6KIDS,95000,COP Price
3095KKS01_red_8k,3095KKS01,Size,3095KKS01_red_8k,active,Maaji,8KIDS,7702781043353,8KIDS,95000,COP Price
3095KKS01_red_10k,3095KKS01,Size,3095KKS01_red_10k,active,Maaji,10KIDS,7702781043360,10KIDS,95000,COP Price
3095KKS01_red_12k,3095KKS01,Size,3095KKS01_red_12k,active,Maaji,12KIDS,7702781043377,12KIDS,95000,COP Price
3095KKS01_red_14k,3095KKS01,Size,3095KKS01_red_14k,active,Maaji,14KIDS,7702781043384,14KIDS,95000,COP Price
3095KKS01_red_16k,3095KKS01,Size,3095KKS01_red_16k,active,Maaji,16KIDS,7702781043391,16KIDS,95000,COP Price
1689KKC02_pink_2k,1689KKC02,Size,1689KKC02_pink_2k,active,Maaji,2KIDS,7702781033583,2KIDS,110000,COP Price
1689KKC02_pink_4k,1689KKC02,Size,1689KKC02_pink_4k,active,Maaji,4KIDS,7702781033590,4KIDS,110000,COP Price
1689KKC02_pink_6k,1689KKC02,Size,1689KKC02_pink_6k,active,Maaji,6KIDS,7702781033606,6KIDS,110000,COP Price
1689KKC02_pink_8k,1689KKC02,Size,1689KKC02_pink_8k,active,Maaji,8KIDS,7702781033613,8KIDS,110000,COP Price
1689KKC02_pink_10k,1689KKC02,Size,1689KKC02_pink_10k,active,Maaji,10KIDS,7702781033620,10KIDS,110000,COP Price
1689KKC02_pink_12k,1689KKC02,Size,1689KKC02_pink_12k,active,Maaji,12KIDS,7702781033637,12KIDS,110000,COP Price
1689KKC02_pink_14k,1689KKC02,Size,1689KKC02_pink_14k,active,Maaji,14KIDS,7702781033644,14KIDS,110000,COP Price
1689KKC02_pink_16k,1689KKC02,Size,1689KKC02_pink_16k,active,Maaji,16KIDS,7702781033651,16KIDS,110000,COP Price
1692KKC02_pink_2k,1692KKC02,Size,1692KKC02_pink_2k,active,Maaji,2KIDS,7702781034443,2KIDS,110000,COP Price
1692KKC02_pink_4k,1692KKC02,Size,1692KKC02_pink_4k,active,Maaji,4KIDS,7702781034450,4KIDS,110000,COP Price
1692KKC02_pink_6k,1692KKC02,Size,1692KKC02_pink_6k,active,Maaji,6KIDS,7702781034467,6KIDS,110000,COP Price
1692KKC02_pink_8k,1692KKC02,Size,1692KKC02_pink_8k,active,Maaji,8KIDS,7702781034474,8KIDS,110000,COP Price
1692KKC02_pink_10k,1692KKC02,Size,1692KKC02_pink_10k,active,Maaji,10KIDS,7702781034481,10KIDS,110000,COP Price
1692KKC02_pink_12k,1692KKC02,Size,1692KKC02_pink_12k,active,Maaji,12KIDS,7702781034498,12KIDS,110000,COP Price
1692KKC02_pink_14k,1692KKC02,Size,1692KKC02_pink_14k,active,Maaji,14KIDS,7702781034504,14KIDS,110000,COP Price
1692KKC02_pink_16k,1692KKC02,Size,1692KKC02_pink_16k,active,Maaji,16KIDS,7702781034511,16KIDS,110000,COP Price
3101KKB01_black_2k,3101KKB01,Size,3101KKB01_black_2k,active,Maaji,2KIDS,7702781041526,2KIDS,125000,COP Price
3101KKB01_black_4k,3101KKB01,Size,3101KKB01_black_4k,active,Maaji,4KIDS,7702781041533,4KIDS,125000,COP Price
3101KKB01_black_6k,3101KKB01,Size,3101KKB01_black_6k,active,Maaji,6KIDS,7702781041540,6KIDS,125000,COP Price
3101KKB01_black_8k,3101KKB01,Size,3101KKB01_black_8k,active,Maaji,8KIDS,7702781041557,8KIDS,125000,COP Price
3101KKB01_black_10k,3101KKB01,Size,3101KKB01_black_10k,active,Maaji,10KIDS,7702781041564,10KIDS,125000,COP Price
3101KKB01_black_12k,3101KKB01,Size,3101KKB01_black_12k,active,Maaji,12KIDS,7702781041571,12KIDS,125000,COP Price
3101KKB01_black_14k,3101KKB01,Size,3101KKB01_black_14k,active,Maaji,14KIDS,7702781041588,14KIDS,125000,COP Price
3101KKB01_black_16k,3101KKB01,Size,3101KKB01_black_16k,active,Maaji,16KIDS,7702781041595,16KIDS,125000,COP Price
3096KKB01_black_2k,3096KKB01,Size,3096KKB01_black_2k,active,Maaji,2KIDS,7702781041700,2KIDS,125000,COP Price
3096KKB01_black_4k,3096KKB01,Size,3096KKB01_black_4k,active,Maaji,4KIDS,7702781041717,4KIDS,125000,COP Price
3096KKB01_black_6k,3096KKB01,Size,3096KKB01_black_6k,active,Maaji,6KIDS,7702781041724,6KIDS,125000,COP Price
3096KKB01_black_8k,3096KKB01,Size,3096KKB01_black_8k,active,Maaji,8KIDS,7702781041731,8KIDS,125000,COP Price
3096KKB01_black_10k,3096KKB01,Size,3096KKB01_black_10k,active,Maaji,10KIDS,7702781041748,10KIDS,125000,COP Price
3096KKB01_black_12k,3096KKB01,Size,3096KKB01_black_12k,active,Maaji,12KIDS,7702781041755,12KIDS,125000,COP Price
3096KKB01_black_14k,3096KKB01,Size,3096KKB01_black_14k,active,Maaji,14KIDS,7702781041762,14KIDS,125000,COP Price
3096KKB01_black_16k,3096KKB01,Size,3096KKB01_black_16k,active,Maaji,16KIDS,7702781041779,16KIDS,125000,COP Price
3088KKB02_black_2k,3088KKB02,Size,3088KKB02_black_2k,active,Maaji,2KIDS,7702781041083,2KIDS,125000,COP Price
3088KKB02_black_4k,3088KKB02,Size,3088KKB02_black_4k,active,Maaji,4KIDS,7702781041090,4KIDS,125000,COP Price
3088KKB02_black_6k,3088KKB02,Size,3088KKB02_black_6k,active,Maaji,6KIDS,7702781041106,6KIDS,125000,COP Price
3088KKB02_black_8k,3088KKB02,Size,3088KKB02_black_8k,active,Maaji,8KIDS,7702781041113,8KIDS,125000,COP Price
3088KKB02_black_10k,3088KKB02,Size,3088KKB02_black_10k,active,Maaji,10KIDS,7702781041120,10KIDS,125000,COP Price
3088KKB02_black_12k,3088KKB02,Size,3088KKB02_black_12k,active,Maaji,12KIDS,7702781041137,12KIDS,125000,COP Price
3088KKB02_black_14k,3088KKB02,Size,3088KKB02_black_14k,active,Maaji,14KIDS,7702781041144,14KIDS,125000,COP Price
3088KKB02_black_16k,3088KKB02,Size,3088KKB02_black_16k,active,Maaji,16KIDS,7702781041151,16KIDS,125000,COP Price
3097KKR01_black_2k,3097KKR01,Size,3097KKR01_black_2k,active,Maaji,2KIDS,7702781041243,2KIDS,140000,COP Price
3097KKR01_black_4k,3097KKR01,Size,3097KKR01_black_4k,active,Maaji,4KIDS,7702781041250,4KIDS,140000,COP Price
3097KKR01_black_6k,3097KKR01,Size,3097KKR01_black_6k,active,Maaji,6KIDS,7702781041267,6KIDS,140000,COP Price
3097KKR01_black_8k,3097KKR01,Size,3097KKR01_black_8k,active,Maaji,8KIDS,7702781041274,8KIDS,140000,COP Price
3097KKR01_black_10k,3097KKR01,Size,3097KKR01_black_10k,active,Maaji,10KIDS,7702781041281,10KIDS,140000,COP Price
3097KKR01_black_12k,3097KKR01,Size,3097KKR01_black_12k,active,Maaji,12KIDS,7702781041298,12KIDS,140000,COP Price
3097KKR01_black_14k,3097KKR01,Size,3097KKR01_black_14k,active,Maaji,14KIDS,7702781041304,14KIDS,140000,COP Price
3097KKR01_black_16k,3097KKR01,Size,3097KKR01_black_16k,active,Maaji,16KIDS,7702781041311,16KIDS,140000,COP Price
3091KKO02_black_2k,3091KKO02,Size,3091KKO02_black_2k,active,Maaji,2KIDS,7702781041168,2KIDS,140000,COP Price
3091KKO02_black_4k,3091KKO02,Size,3091KKO02_black_4k,active,Maaji,4KIDS,7702781041175,4KIDS,140000,COP Price
3091KKO02_black_6k,3091KKO02,Size,3091KKO02_black_6k,active,Maaji,6KIDS,7702781041182,6KIDS,140000,COP Price
3091KKO02_black_8k,3091KKO02,Size,3091KKO02_black_8k,active,Maaji,8KIDS,7702781041199,8KIDS,140000,COP Price
3091KKO02_black_10k,3091KKO02,Size,3091KKO02_black_10k,active,Maaji,10KIDS,7702781041205,10KIDS,140000,COP Price
3091KKO02_black_12k,3091KKO02,Size,3091KKO02_black_12k,active,Maaji,12KIDS,7702781041212,12KIDS,140000,COP Price
3091KKO02_black_14k,3091KKO02,Size,3091KKO02_black_14k,active,Maaji,14KIDS,7702781041229,14KIDS,140000,COP Price
3091KKO02_black_16k,3091KKO02,Size,3091KKO02_black_16k,active,Maaji,16KIDS,7702781041236,16KIDS,140000,COP Price
1688KKC03_blue_2k,1688KKC03,Size,1688KKC03_blue_2k,active,Maaji,2KIDS,7702781034115,2KIDS,95000,COP Price
1688KKC03_blue_4k,1688KKC03,Size,1688KKC03_blue_4k,active,Maaji,4KIDS,7702781034122,4KIDS,95000,COP Price
1688KKC03_blue_6k,1688KKC03,Size,1688KKC03_blue_6k,active,Maaji,6KIDS,7702781034139,6KIDS,95000,COP Price
1688KKC03_blue_8k,1688KKC03,Size,1688KKC03_blue_8k,active,Maaji,8KIDS,7702781034146,8KIDS,95000,COP Price
1688KKC03_blue_10k,1688KKC03,Size,1688KKC03_blue_10k,active,Maaji,10KIDS,7702781034153,10KIDS,95000,COP Price
1688KKC03_blue_12k,1688KKC03,Size,1688KKC03_blue_12k,active,Maaji,12KIDS,7702781034160,12KIDS,95000,COP Price
1688KKC03_blue_14k,1688KKC03,Size,1688KKC03_blue_14k,active,Maaji,14KIDS,7702781034177,14KIDS,95000,COP Price
1688KKC03_blue_16k,1688KKC03,Size,1688KKC03_blue_16k,active,Maaji,16KIDS,7702781034184,16KIDS,95000,COP Price
1694KKC02_blue_2k,1694KKC02,Size,1694KKC02_blue_2k,active,Maaji,2KIDS,7702781038335,2KIDS,110000,COP Price
1694KKC02_blue_4k,1694KKC02,Size,1694KKC02_blue_4k,active,Maaji,4KIDS,7702781038342,4KIDS,110000,COP Price
1694KKC02_blue_6k,1694KKC02,Size,1694KKC02_blue_6k,active,Maaji,6KIDS,7702781038359,6KIDS,110000,COP Price
1694KKC02_blue_8k,1694KKC02,Size,1694KKC02_blue_8k,active,Maaji,8KIDS,7702781038366,8KIDS,110000,COP Price
1694KKC02_blue_10k,1694KKC02,Size,1694KKC02_blue_10k,active,Maaji,10KIDS,7702781038373,10KIDS,110000,COP Price
1694KKC02_blue_12k,1694KKC02,Size,1694KKC02_blue_12k,active,Maaji,12KIDS,7702781038380,12KIDS,110000,COP Price
1694KKC02_blue_14k,1694KKC02,Size,1694KKC02_blue_14k,active,Maaji,14KIDS,7702781038397,14KIDS,110000,COP Price
1694KKC02_blue_16k,1694KKC02,Size,1694KKC02_blue_16k,active,Maaji,16KIDS,7702781038403,16KIDS,110000,COP Price
3081KKB02_blue_2k,3081KKB02,Size,3081KKB02_blue_2k,active,Maaji,2KIDS,7702781042189,2KIDS,125000,COP Price
3081KKB02_blue_4k,3081KKB02,Size,3081KKB02_blue_4k,active,Maaji,4KIDS,7702781042196,4KIDS,125000,COP Price
3081KKB02_blue_6k,3081KKB02,Size,3081KKB02_blue_6k,active,Maaji,6KIDS,7702781042202,6KIDS,125000,COP Price
3081KKB02_blue_8k,3081KKB02,Size,3081KKB02_blue_8k,active,Maaji,8KIDS,7702781042219,8KIDS,125000,COP Price
3081KKB02_blue_10k,3081KKB02,Size,3081KKB02_blue_10k,active,Maaji,10KIDS,7702781042226,10KIDS,125000,COP Price
3081KKB02_blue_12k,3081KKB02,Size,3081KKB02_blue_12k,active,Maaji,12KIDS,7702781042233,12KIDS,125000,COP Price
3081KKB02_blue_14k,3081KKB02,Size,3081KKB02_blue_14k,active,Maaji,14KIDS,7702781042240,14KIDS,125000,COP Price
3081KKB02_blue_16k,3081KKB02,Size,3081KKB02_blue_16k,active,Maaji,16KIDS,7702781042257,16KIDS,125000,COP Price
3053KKB02_blue_2k,3053KKB02,Size,3053KKB02_blue_2k,active,Maaji,2KIDS,7702781042424,2KIDS,125000,COP Price
3053KKB02_blue_4k,3053KKB02,Size,3053KKB02_blue_4k,active,Maaji,4KIDS,7702781042431,4KIDS,125000,COP Price
3053KKB02_blue_6k,3053KKB02,Size,3053KKB02_blue_6k,active,Maaji,6KIDS,7702781042448,6KIDS,125000,COP Price
3053KKB02_blue_8k,3053KKB02,Size,3053KKB02_blue_8k,active,Maaji,8KIDS,7702781042455,8KIDS,125000,COP Price
3053KKB02_blue_10k,3053KKB02,Size,3053KKB02_blue_10k,active,Maaji,10KIDS,7702781042462,10KIDS,125000,COP Price
3053KKB02_blue_12k,3053KKB02,Size,3053KKB02_blue_12k,active,Maaji,12KIDS,7702781042479,12KIDS,125000,COP Price
3053KKB02_blue_14k,3053KKB02,Size,3053KKB02_blue_14k,active,Maaji,14KIDS,7702781042486,14KIDS,125000,COP Price
3053KKB02_blue_16k,3053KKB02,Size,3053KKB02_blue_16k,active,Maaji,16KIDS,7702781042493,16KIDS,125000,COP Price
3051KKB04_blue_2k,3051KKB04,Size,3051KKB04_blue_2k,active,Maaji,2KIDS,7702781042349,2KIDS,125000,COP Price
3051KKB04_blue_4k,3051KKB04,Size,3051KKB04_blue_4k,active,Maaji,4KIDS,7702781042356,4KIDS,125000,COP Price
3051KKB04_blue_6k,3051KKB04,Size,3051KKB04_blue_6k,active,Maaji,6KIDS,7702781042363,6KIDS,125000,COP Price
3051KKB04_blue_8k,3051KKB04,Size,3051KKB04_blue_8k,active,Maaji,8KIDS,7702781042370,8KIDS,125000,COP Price
3051KKB04_blue_10k,3051KKB04,Size,3051KKB04_blue_10k,active,Maaji,10KIDS,7702781042387,10KIDS,125000,COP Price
3051KKB04_blue_12k,3051KKB04,Size,3051KKB04_blue_12k,active,Maaji,12KIDS,7702781042394,12KIDS,125000,COP Price
3051KKB04_blue_14k,3051KKB04,Size,3051KKB04_blue_14k,active,Maaji,14KIDS,7702781042400,14KIDS,125000,COP Price
3051KKB04_blue_16k,3051KKB04,Size,3051KKB04_blue_16k,active,Maaji,16KIDS,7702781042417,16KIDS,125000,COP Price
3084KKO02_blue_2k,3084KKO02,Size,3084KKO02_blue_2k,active,Maaji,2KIDS,7702781043063,2KIDS,140000,COP Price
3084KKO02_blue_4k,3084KKO02,Size,3084KKO02_blue_4k,active,Maaji,4KIDS,7702781043070,4KIDS,140000,COP Price
3084KKO02_blue_6k,3084KKO02,Size,3084KKO02_blue_6k,active,Maaji,6KIDS,7702781043087,6KIDS,140000,COP Price
3084KKO02_blue_8k,3084KKO02,Size,3084KKO02_blue_8k,active,Maaji,8KIDS,7702781043094,8KIDS,140000,COP Price
3084KKO02_blue_10k,3084KKO02,Size,3084KKO02_blue_10k,active,Maaji,10KIDS,7702781043100,10KIDS,140000,COP Price
3084KKO02_blue_12k,3084KKO02,Size,3084KKO02_blue_12k,active,Maaji,12KIDS,7702781043117,12KIDS,140000,COP Price
3084KKO02_blue_14k,3084KKO02,Size,3084KKO02_blue_14k,active,Maaji,14KIDS,7702781043124,14KIDS,140000,COP Price
3084KKO02_blue_16k,3084KKO02,Size,3084KKO02_blue_16k,active,Maaji,16KIDS,7702781043131,16KIDS,140000,COP Price
3098KKR01_blue_2k,3098KKR01,Size,3098KKR01_blue_2k,active,Maaji,2KIDS,7702781042585,2KIDS,140000,COP Price
3098KKR01_blue_4k,3098KKR01,Size,3098KKR01_blue_4k,active,Maaji,4KIDS,7702781042592,4KIDS,140000,COP Price
3098KKR01_blue_6k,3098KKR01,Size,3098KKR01_blue_6k,active,Maaji,6KIDS,7702781042608,6KIDS,140000,COP Price
3098KKR01_blue_8k,3098KKR01,Size,3098KKR01_blue_8k,active,Maaji,8KIDS,7702781042615,8KIDS,140000,COP Price
3098KKR01_blue_10k,3098KKR01,Size,3098KKR01_blue_10k,active,Maaji,10KIDS,7702781042622,10KIDS,140000,COP Price
3098KKR01_blue_12k,3098KKR01,Size,3098KKR01_blue_12k,active,Maaji,12KIDS,7702781042639,12KIDS,140000,COP Price
3098KKR01_blue_14k,3098KKR01,Size,3098KKR01_blue_14k,active,Maaji,14KIDS,7702781042646,14KIDS,140000,COP Price
3098KKR01_blue_16k,3098KKR01,Size,3098KKR01_blue_16k,active,Maaji,16KIDS,7702781042653,16KIDS,140000,COP Price
1690KKC02_blue_2k,1690KKC02,Size,1690KKC02_blue_2k,active,Maaji,2KIDS,7702781034771,2KIDS,110000,COP Price
1690KKC02_blue_4k,1690KKC02,Size,1690KKC02_blue_4k,active,Maaji,4KIDS,7702781034788,4KIDS,110000,COP Price
1690KKC02_blue_6k,1690KKC02,Size,1690KKC02_blue_6k,active,Maaji,6KIDS,7702781034795,6KIDS,110000,COP Price
1690KKC02_blue_8k,1690KKC02,Size,1690KKC02_blue_8k,active,Maaji,8KIDS,7702781034801,8KIDS,110000,COP Price
1690KKC02_blue_10k,1690KKC02,Size,1690KKC02_blue_10k,active,Maaji,10KIDS,7702781034818,10KIDS,110000,COP Price
1690KKC02_blue_12k,1690KKC02,Size,1690KKC02_blue_12k,active,Maaji,12KIDS,7702781034825,12KIDS,110000,COP Price
1690KKC02_blue_14k,1690KKC02,Size,1690KKC02_blue_14k,active,Maaji,14KIDS,7702781034832,14KIDS,110000,COP Price
1690KKC02_blue_16k,1690KKC02,Size,1690KKC02_blue_16k,active,Maaji,16KIDS,7702781034849,16KIDS,110000,COP Price
1693KKC02_blue_2k,1693KKC02,Size,1693KKC02_blue_2k,active,Maaji,2KIDS,7702781032326,2KIDS,110000,COP Price
1693KKC02_blue_4k,1693KKC02,Size,1693KKC02_blue_4k,active,Maaji,4KIDS,7702781032333,4KIDS,110000,COP Price
1693KKC02_blue_6k,1693KKC02,Size,1693KKC02_blue_6k,active,Maaji,6KIDS,7702781032340,6KIDS,110000,COP Price
1693KKC02_blue_8k,1693KKC02,Size,1693KKC02_blue_8k,active,Maaji,8KIDS,7702781032357,8KIDS,110000,COP Price
1693KKC02_blue_10k,1693KKC02,Size,1693KKC02_blue_10k,active,Maaji,10KIDS,7702781032364,10KIDS,110000,COP Price
1693KKC02_blue_12k,1693KKC02,Size,1693KKC02_blue_12k,active,Maaji,12KIDS,7702781032371,12KIDS,110000,COP Price
1693KKC02_blue_14k,1693KKC02,Size,1693KKC02_blue_14k,active,Maaji,14KIDS,7702781032388,14KIDS,110000,COP Price
1693KKC02_blue_16k,1693KKC02,Size,1693KKC02_blue_16k,active,Maaji,16KIDS,7702781032395,16KIDS,110000,COP Price
3100KKB01_orange_2k,3100KKB01,Size,3100KKB01_orange_2k,active,Maaji,2KIDS,7702781042905,2KIDS,125000,COP Price
3100KKB01_orange_4k,3100KKB01,Size,3100KKB01_orange_4k,active,Maaji,4KIDS,7702781042912,4KIDS,125000,COP Price
3100KKB01_orange_6k,3100KKB01,Size,3100KKB01_orange_6k,active,Maaji,6KIDS,7702781042929,6KIDS,125000,COP Price
3100KKB01_orange_8k,3100KKB01,Size,3100KKB01_orange_8k,active,Maaji,8KIDS,7702781042936,8KIDS,125000,COP Price
3100KKB01_orange_10k,3100KKB01,Size,3100KKB01_orange_10k,active,Maaji,10KIDS,7702781042943,10KIDS,125000,COP Price
3100KKB01_orange_12k,3100KKB01,Size,3100KKB01_orange_12k,active,Maaji,12KIDS,7702781042950,12KIDS,125000,COP Price
3100KKB01_orange_14k,3100KKB01,Size,3100KKB01_orange_14k,active,Maaji,14KIDS,7702781042967,14KIDS,125000,COP Price
3100KKB01_orange_16k,3100KKB01,Size,3100KKB01_orange_16k,active,Maaji,16KIDS,7702781042974,16KIDS,125000,COP Price
3066KKB03_orange_2k,3066KKB03,Size,3066KKB03_orange_2k,active,Maaji,2KIDS,7702781042820,2KIDS,130000,COP Price
3066KKB03_orange_4k,3066KKB03,Size,3066KKB03_orange_4k,active,Maaji,4KIDS,7702781042837,4KIDS,130000,COP Price
3066KKB03_orange_6k,3066KKB03,Size,3066KKB03_orange_6k,active,Maaji,6KIDS,7702781042844,6KIDS,130000,COP Price
3066KKB03_orange_8k,3066KKB03,Size,3066KKB03_orange_8k,active,Maaji,8KIDS,7702781042851,8KIDS,130000,COP Price
3066KKB03_orange_10k,3066KKB03,Size,3066KKB03_orange_10k,active,Maaji,10KIDS,7702781042868,10KIDS,130000,COP Price
3066KKB03_orange_12k,3066KKB03,Size,3066KKB03_orange_12k,active,Maaji,12KIDS,7702781042875,12KIDS,130000,COP Price
3066KKB03_orange_14k,3066KKB03,Size,3066KKB03_orange_14k,active,Maaji,14KIDS,7702781042882,14KIDS,130000,COP Price
3066KKB03_orange_16k,3066KKB03,Size,3066KKB03_orange_16k,active,Maaji,16KIDS,7702781042899,16KIDS,130000,COP Price
3101KKB02_orange_2k,3101KKB02,Size,3101KKB02_orange_2k,active,Maaji,2KIDS,7702781042745,2KIDS,125000,COP Price
3101KKB02_orange_4k,3101KKB02,Size,3101KKB02_orange_4k,active,Maaji,4KIDS,7702781042752,4KIDS,125000,COP Price
3101KKB02_orange_6k,3101KKB02,Size,3101KKB02_orange_6k,active,Maaji,6KIDS,7702781042769,6KIDS,125000,COP Price
3101KKB02_orange_8k,3101KKB02,Size,3101KKB02_orange_8k,active,Maaji,8KIDS,7702781042776,8KIDS,125000,COP Price
3101KKB02_orange_10k,3101KKB02,Size,3101KKB02_orange_10k,active,Maaji,10KIDS,7702781042783,10KIDS,125000,COP Price
3101KKB02_orange_12k,3101KKB02,Size,3101KKB02_orange_12k,active,Maaji,12KIDS,7702781042790,12KIDS,125000,COP Price
3101KKB02_orange_14k,3101KKB02,Size,3101KKB02_orange_14k,active,Maaji,14KIDS,7702781042806,14KIDS,125000,COP Price
3101KKB02_orange_16k,3101KKB02,Size,3101KKB02_orange_16k,active,Maaji,16KIDS,7702781042813,16KIDS,125000,COP Price
3099KKO01_orange_2k,3099KKO01,Size,3099KKO01_orange_2k,active,Maaji,2KIDS,7702781042660,2KIDS,140000,COP Price
3099KKO01_orange_4k,3099KKO01,Size,3099KKO01_orange_4k,active,Maaji,4KIDS,7702781042677,4KIDS,140000,COP Price
3099KKO01_orange_6k,3099KKO01,Size,3099KKO01_orange_6k,active,Maaji,6KIDS,7702781042684,6KIDS,140000,COP Price
3099KKO01_orange_8k,3099KKO01,Size,3099KKO01_orange_8k,active,Maaji,8KIDS,7702781042691,8KIDS,140000,COP Price
3099KKO01_orange_10k,3099KKO01,Size,3099KKO01_orange_10k,active,Maaji,10KIDS,7702781042707,10KIDS,140000,COP Price
3099KKO01_orange_12k,3099KKO01,Size,3099KKO01_orange_12k,active,Maaji,12KIDS,7702781042714,12KIDS,140000,COP Price
3099KKO01_orange_14k,3099KKO01,Size,3099KKO01_orange_14k,active,Maaji,14KIDS,7702781042721,14KIDS,140000,COP Price
3099KKO01_orange_16k,3099KKO01,Size,3099KKO01_orange_16k,active,Maaji,16KIDS,7702781042738,16KIDS,140000,COP Price
3085KKO02_orange_2k,3085KKO02,Size,3085KKO02_orange_2k,active,Maaji,2KIDS,7702781042981,2KIDS,140000,COP Price
3085KKO02_orange_4k,3085KKO02,Size,3085KKO02_orange_4k,active,Maaji,4KIDS,7702781042998,4KIDS,140000,COP Price
3085KKO02_orange_6k,3085KKO02,Size,3085KKO02_orange_6k,active,Maaji,6KIDS,7702781043001,6KIDS,140000,COP Price
3085KKO02_orange_8k,3085KKO02,Size,3085KKO02_orange_8k,active,Maaji,8KIDS,7702781043018,8KIDS,140000,COP Price
3085KKO02_orange_10k,3085KKO02,Size,3085KKO02_orange_10k,active,Maaji,10KIDS,7702781043025,10KIDS,140000,COP Price
3085KKO02_orange_12k,3085KKO02,Size,3085KKO02_orange_12k,active,Maaji,12KIDS,7702781043032,12KIDS,140000,COP Price
3085KKO02_orange_14k,3085KKO02,Size,3085KKO02_orange_14k,active,Maaji,14KIDS,7702781043049,14KIDS,140000,COP Price
3085KKO02_orange_16k,3085KKO02,Size,3085KKO02_orange_16k,active,Maaji,16KIDS,7702781043056,16KIDS,140000,COP Price
3103KKS01_orange_2k,3103KKS01,Size,3103KKS01_orange_2k,active,Maaji,2KIDS,7702781043247,2KIDS,95000,COP Price
3103KKS01_orange_4k,3103KKS01,Size,3103KKS01_orange_4k,active,Maaji,4KIDS,7702781043254,4KIDS,95000,COP Price
3103KKS01_orange_6k,3103KKS01,Size,3103KKS01_orange_6k,active,Maaji,6KIDS,7702781043261,6KIDS,95000,COP Price
3103KKS01_orange_8k,3103KKS01,Size,3103KKS01_orange_8k,active,Maaji,8KIDS,7702781043278,8KIDS,95000,COP Price
3103KKS01_orange_10k,3103KKS01,Size,3103KKS01_orange_10k,active,Maaji,10KIDS,7702781043285,10KIDS,95000,COP Price
3103KKS01_orange_12k,3103KKS01,Size,3103KKS01_orange_12k,active,Maaji,12KIDS,7702781043292,12KIDS,95000,COP Price
3103KKS01_orange_14k,3103KKS01,Size,3103KKS01_orange_14k,active,Maaji,14KIDS,7702781043308,14KIDS,95000,COP Price
3103KKS01_orange_16k,3103KKS01,Size,3103KKS01_orange_16k,active,Maaji,16KIDS,7702781043315,16KIDS,95000,COP Price
1691KKC02_purple_2k,1691KKC02,Size,1691KKC02_purple_2k,active,Maaji,2KIDS,7702781033255,2KIDS,95000,COP Price
1691KKC02_purple_4k,1691KKC02,Size,1691KKC02_purple_4k,active,Maaji,4KIDS,7702781033262,4KIDS,95000,COP Price
1691KKC02_purple_6k,1691KKC02,Size,1691KKC02_purple_6k,active,Maaji,6KIDS,7702781033279,6KIDS,95000,COP Price
1691KKC02_purple_8k,1691KKC02,Size,1691KKC02_purple_8k,active,Maaji,8KIDS,7702781033286,8KIDS,95000,COP Price
1691KKC02_purple_10k,1691KKC02,Size,1691KKC02_purple_10k,active,Maaji,10KIDS,7702781033293,10KIDS,95000,COP Price
1691KKC02_purple_12k,1691KKC02,Size,1691KKC02_purple_12k,active,Maaji,12KIDS,7702781033309,12KIDS,95000,COP Price
1691KKC02_purple_14k,1691KKC02,Size,1691KKC02_purple_14k,active,Maaji,14KIDS,7702781033316,14KIDS,95000,COP Price
1691KKC02_purple_16k,1691KKC02,Size,1691KKC02_purple_16k,active,Maaji,16KIDS,7702781033323,16KIDS,95000,COP Price
1695KKC01_purple_2k,1695KKC01,Size,1695KKC01_purple_2k,active,Maaji,2KIDS,7702781035051,2KIDS,110000,COP Price
1695KKC01_purple_4k,1695KKC01,Size,1695KKC01_purple_4k,active,Maaji,4KIDS,7702781035068,4KIDS,110000,COP Price
1695KKC01_purple_6k,1695KKC01,Size,1695KKC01_purple_6k,active,Maaji,6KIDS,7702781035075,6KIDS,110000,COP Price
1695KKC01_purple_8k,1695KKC01,Size,1695KKC01_purple_8k,active,Maaji,8KIDS,7702781035082,8KIDS,110000,COP Price
1695KKC01_purple_10k,1695KKC01,Size,1695KKC01_purple_10k,active,Maaji,10KIDS,7702781035099,10KIDS,110000,COP Price
1695KKC01_purple_12k,1695KKC01,Size,1695KKC01_purple_12k,active,Maaji,12KIDS,7702781035105,12KIDS,110000,COP Price
1695KKC01_purple_14k,1695KKC01,Size,1695KKC01_purple_14k,active,Maaji,14KIDS,7702781035112,14KIDS,110000,COP Price
1695KKC01_purple_16k,1695KKC01,Size,1695KKC01_purple_16k,active,Maaji,16KIDS,7702781035129,16KIDS,110000,COP Price
1891ASA01_gray_sm,1891ASA01,Size,1891ASA01_gray_sm,active,Maaji,PEQUEÑO,7702781043575,PEQUEÑO,119900,COP Price
1891ASA01_gray_md,1891ASA01,Size,1891ASA01_gray_md,active,Maaji,MEDIO,7702781043582,MEDIO,119900,COP Price
1891ASA01_gray_lg,1891ASA01,Size,1891ASA01_gray_lg,active,Maaji,GRANDE,7702781043599,GRANDE,119900,COP Price
1863ALM03_gray_xs,1863ALM03,Size,1863ALM03_gray_xs,active,Maaji,EXTRA PEQUEÑO,7702781039363,EXTRA PEQUEÑO,169900,COP Price
